timestamp,event,source,external_id,symbol,signal,option,quantity,entry_price,exit_price,realized_pnl,commission,status,con_id
2026-07-29T09:49:49-04:00,ENTRY,IBKR_FLEX,9958247161,AAPL,,APPLE INC,39,343.2295,,0.0,-1.000117,CONFIRMED,265598
2026-07-29T15:34:24-04:00,EXIT,IBKR_FLEX,9963868587,AAPL,,APPLE INC,39,,340.6505,-102.862518,-1.281400612,CONFIRMED,265598
2026-07-15T10:15:57-04:00,ENTRY,IBKR_FLEX,9881046624,AAPL,CALL,AAPL 22JUL26 325 C,2,5.12,,0.0,-1.3706,CONFIRMED,899148791
2026-07-15T10:15:57-04:00,ENTRY,IBKR_FLEX,9881046845,AAPL,CALL,AAPL 22JUL26 325 C,2,5.12,,0.0,-1.3706,CONFIRMED,899148791
2026-07-15T10:20:20-04:00,EXIT,IBKR_FLEX,9881154947,AAPL,CALL,AAPL 22JUL26 325 C,4,,5.07,-25.529336,-2.7881368,CONFIRMED,899148791
2026-07-20T10:15:02-04:00,ENTRY,IBKR_FLEX,9906434775,AAPL,PUT,AAPL 27JUL26 330 P,2,6.68,,0.0,-1.3666,CONFIRMED,900688039
2026-07-20T10:15:02-04:00,ENTRY,IBKR_FLEX,9906434809,AAPL,PUT,AAPL 27JUL26 330 P,2,6.68,,0.0,-1.3666,CONFIRMED,900688039
2026-07-20T11:12:31-04:00,EXIT,IBKR_FLEX,9907412853,AAPL,PUT,AAPL 27JUL26 330 P,2,,7.61,183.214907,-1.4184932,CONFIRMED,900688039
2026-07-20T11:12:31-04:00,EXIT,IBKR_FLEX,9907413175,AAPL,PUT,AAPL 27JUL26 330 P,2,,7.61,183.214907,-1.4184932,CONFIRMED,900688039
2026-08-19T10:04:17-04:00,ENTRY,IBKR_FLEX,10085177361,AAPL,CALL,AAPL 28AUG26 315 C,1,6.45,,0.0,-1.0333,CONFIRMED,899788593
2026-08-19T10:04:17-04:00,ENTRY,IBKR_FLEX,10085178993,AAPL,CALL,AAPL 28AUG26 315 C,2,6.45,,0.0,-1.0166,CONFIRMED,899788593
2026-08-19T10:23:23-04:00,EXIT,IBKR_FLEX,10085834070,AAPL,CALL,AAPL 28AUG26 315 C,3,,5.56,-271.144031,-2.0941308,CONFIRMED,899788593
2026-09-01T09:52:01-04:00,ENTRY,IBKR_FLEX,10151544541,AAPL,CALL,AAPL 09SEP26 322.5 C,5,4.66,,0.0,-3.4865,CONFIRMED,917428558
2026-09-01T09:52:01-04:00,ENTRY,IBKR_FLEX,10151544612,AAPL,CALL,AAPL 09SEP26 322.5 C,5,4.66,,0.0,-3.4865,CONFIRMED,917428558
2026-09-01T10:12:21-04:00,EXIT,IBKR_FLEX,10152121677,AAPL,CALL,AAPL 09SEP26 322.5 C,4,,5.55,350.418708,-2.792092,CONFIRMED,917428558
2026-09-01T10:12:21-04:00,EXIT,IBKR_FLEX,10152121723,AAPL,CALL,AAPL 09SEP26 322.5 C,6,,5.55,525.628062,-4.188138,CONFIRMED,917428558
2026-09-01T10:16:19-04:00,ENTRY,IBKR_FLEX,10152212864,AAPL,CALL,AAPL 09SEP26 322.5 C,5,5.72,,0.0,-3.4865,CONFIRMED,917428558
2026-09-01T10:16:44-04:00,EXIT,IBKR_FLEX,10152214756,AAPL,CALL,AAPL 09SEP26 322.5 C,5,,5.71,-12.013163,-3.526663,CONFIRMED,917428558
2026-09-04T12:14:12-04:00,ENTRY,IBKR_FLEX,10176720154,AAPL,CALL,AAPL 11SEP26 320 C,4,5.52,,0.0,-2.7332,CONFIRMED,906453627
2026-09-04T12:14:12-04:00,ENTRY,IBKR_FLEX,10176720201,AAPL,CALL,AAPL 11SEP26 320 C,4,5.52,,0.0,-2.7332,CONFIRMED,906453627
2026-09-09T15:34:34-04:00,EXIT,IBKR_FLEX,10195407582,AAPL,CALL,AAPL 11SEP26 320 C,3,,1.68,-1156.111052,-2.0611524,CONFIRMED,906453627
2026-09-09T15:34:34-04:00,EXIT,IBKR_FLEX,10195407608,AAPL,CALL,AAPL 11SEP26 320 C,4,,1.68,-1541.481403,-2.7482032,CONFIRMED,906453627
2026-09-09T15:34:34-04:00,EXIT,IBKR_FLEX,10195407663,AAPL,CALL,AAPL 11SEP26 320 C,1,,1.68,-385.370351,-0.6870508,CONFIRMED,906453627
2026-09-10T09:41:42-04:00,ENTRY,IBKR_FLEX,10197963590,AAPL,CALL,AAPL 18SEP26 320 C,2,5.26,,0.0,-1.3666,CONFIRMED,782248239
2026-09-10T09:50:50-04:00,EXIT,IBKR_FLEX,10198346023,AAPL,CALL,AAPL 18SEP26 320 C,2,,5.7,85.236736,-1.396664,CONFIRMED,782248239
2026-08-07T11:24:55-04:00,ENTRY,IBKR_FLEX,10023567106,ABNB,CALL,ABNB 21AUG26 175 C,4,4.57,,0.0,-2.7332,CONFIRMED,882041746
2026-08-07T11:24:55-04:00,ENTRY,IBKR_FLEX,10023567269,ABNB,CALL,ABNB 21AUG26 175 C,2,4.57,,0.0,-1.3666,CONFIRMED,882041746
2026-08-07T11:24:55-04:00,ENTRY,IBKR_FLEX,10023567368,ABNB,CALL,ABNB 21AUG26 175 C,2,4.57,,0.0,-1.3666,CONFIRMED,882041746
2026-08-07T14:11:43-04:00,EXIT,IBKR_FLEX,10025446523,ABNB,CALL,ABNB 21AUG26 175 C,4,,4.75,66.45338,-2.81342,CONFIRMED,882041746
2026-08-07T14:11:43-04:00,EXIT,IBKR_FLEX,10025446596,ABNB,CALL,ABNB 21AUG26 175 C,4,,4.75,66.45338,-2.81342,CONFIRMED,882041746
2026-08-07T10:50:01-04:00,ENTRY,IBKR_FLEX,10022876955,ABNB,PUT,ABNB 28AUG26 177.5 P,2,6.21,,0.0,-1.3666,CONFIRMED,906447809
2026-08-07T10:50:01-04:00,ENTRY,IBKR_FLEX,10022876970,ABNB,PUT,ABNB 28AUG26 177.5 P,1,6.21,,0.0,-0.6833,CONFIRMED,906447809
2026-08-07T11:13:57-04:00,EXIT,IBKR_FLEX,10023359419,ABNB,PUT,ABNB 28AUG26 177.5 P,2,,6.38,31.233934,-1.3994656,CONFIRMED,906447809
2026-08-07T11:13:57-04:00,EXIT,IBKR_FLEX,10023359649,ABNB,PUT,ABNB 28AUG26 177.5 P,1,,6.38,15.616967,-0.6997328,CONFIRMED,906447809
2026-07-06T10:02:53-04:00,ENTRY,IBKR_FLEX,9828431544,AMD,CALL,AMD 13JUL26 565 C,1,23.21,,0.0,-1.04028,CONFIRMED,898637215
2026-07-06T10:13:28-04:00,EXIT,IBKR_FLEX,9828758447,AMD,CALL,AMD 13JUL26 565 C,1,,26.67,343.86819,-1.0915302,CONFIRMED,898637215
2026-07-09T12:22:01-04:00,ENTRY,IBKR_FLEX,9854679639,AMD,CALL,AMD 15JUL26 555 C,1,20.52,,0.0,-0.8453,CONFIRMED,899453835
2026-07-09T14:13:51-04:00,EXIT,IBKR_FLEX,9855556359,AMD,CALL,AMD 15JUL26 555 C,1,,16.42,-411.929715,-1.0844152,CONFIRMED,899453835
2026-08-14T10:17:55-04:00,ENTRY,IBKR_FLEX,10061106922,AMD,CALL,AMD 21AUG26 500 C,1,16.36,,0.0,-1.0333,CONFIRMED,826198120
2026-08-14T10:36:56-04:00,EXIT,IBKR_FLEX,10061611771,AMD,CALL,AMD 21AUG26 500 C,1,,21.27,489.074294,-0.8924062,CONFIRMED,826198120
2026-08-24T10:04:32-04:00,ENTRY,IBKR_FLEX,10108914183,AMD,PUT,AMD 28AUG26 450 P,1,10.84,,0.0,-1.0333,CONFIRMED,899819696
2026-08-24T11:42:42-04:00,EXIT,IBKR_FLEX,10110887182,AMD,PUT,AMD 28AUG26 450 P,1,,6.41,-445.097095,-1.0637946,CONFIRMED,899819696
2026-08-26T10:01:04-04:00,ENTRY,IBKR_FLEX,10122302589,AMD,CALL,AMD 04SEP26 497.5 C,1,14.23,,0.0,-1.0333,CONFIRMED,911395819
2026-08-26T10:10:02-04:00,EXIT,IBKR_FLEX,10122489386,AMD,CALL,AMD 04SEP26 497.5 C,1,,11.75,-250.101075,-1.067775,CONFIRMED,911395819
