strategy,strategy_name,timestamp,session_date,symbol,signal,score,grade,confidence,price,rvol,atr_pct,rank_score,option_score,vwap,orb_high,orb_low,pdh,pdl,pdh_method,room_to_move_pct,room_check,score_components,reasons,selection_rank,selection_status
PMB,PMB,2026-08-17 11:00:00-04:00,2026-08-17,MU,CALL,95.0,A+,100.0,1033.35,0.0,0.97,76.7,0.0,1017.95,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.49%) | EMA trend 20/20 (1.88%) | 15m ORB 25/25 (1.34%) | PDH break 25/25 (4.78%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.97,2,SELECTED
PMB,PMB,2026-08-17 11:00:00-04:00,2026-08-17,META,PUT,92.0,A,100.0,573.69,0.0,0.43,69.5,0.0,578.74,590.24,578.11,601.86,589.29,intraday fallback,,No nearby support below price,VWAP 20/20 (0.88%) | EMA trend 20/20 (0.89%) | 15m ORB 25/25 (0.77%) | PDL break 25/25 (2.72%) | Confirmation 2/10 (ATR 2/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 0.43,3,SELECTED
PMB,PMB,2026-08-17 11:00:00-04:00,2026-08-17,TSM,CALL,90.0,A,100.0,433.72,0.0,0.4,68.0,0.0,430.07,432.08,426.97,429.27,424.1,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.84%) | EMA trend 20/20 (0.36%) | 15m ORB 20/25 (0.38%) | PDH break 25/25 (1.03%) | Confirmation 5/10 (Candle 3/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.40,4,SELECTED
PMB,PMB,2026-08-17 11:15:00-04:00,2026-08-17,MSTR,CALL,98.0,A+,100.0,97.24,0.0,1.13,80.1,0.0,95.76,96.6,93.08,95.08,91.66,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.52%) | EMA trend 20/20 (1.02%) | 15m ORB 25/25 (0.66%) | PDH break 25/25 (2.22%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.13,1,SELECTED
PMB,PMB,2026-08-17 11:15:00-04:00,2026-08-17,MRVL,CALL,94.0,A,100.0,238.61,0.0,1.19,78.3,0.0,235.52,237.12,226.89,223.52,217.1,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.30%) | EMA trend 20/20 (2.23%) | 15m ORB 25/25 (0.62%) | PDH break 25/25 (6.32%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.19,2,SELECTED
PMB,PMB,2026-08-17 11:15:00-04:00,2026-08-17,MU,CALL,93.0,A,100.0,1031.28,0.0,0.98,75.6,0.0,1018.78,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.21%) | EMA trend 20/20 (1.91%) | 15m ORB 25/25 (1.14%) | PDH break 25/25 (4.58%) | Confirmation 3/10 (ATR 3/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 0.98,3,SELECTED
PMB,PMB,2026-08-17 11:30:00-04:00,2026-08-17,MSTR,CALL,96.0,A+,100.0,97.59,0.0,1.18,79.4,0.0,95.88,96.6,93.08,95.08,91.66,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.76%) | EMA trend 20/20 (1.11%) | 15m ORB 25/25 (1.01%) | PDH break 25/25 (2.57%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.18,1,SELECTED
PMB,PMB,2026-08-17 11:30:00-04:00,2026-08-17,MU,CALL,94.0,A,100.0,1029.66,0.0,1.0,76.4,0.0,1019.47,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby resistance above price,VWAP 20/20 (0.99%) | EMA trend 20/20 (1.88%) | 15m ORB 25/25 (0.99%) | PDH break 25/25 (4.43%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.00,2,SELECTED
PMB,PMB,2026-08-17 11:45:00-04:00,2026-08-17,MSTR,CALL,96.0,A+,100.0,98.14,0.0,1.2,79.6,0.0,96.11,96.6,93.08,95.08,91.66,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (2.07%) | EMA trend 20/20 (1.21%) | 15m ORB 25/25 (1.57%) | PDH break 25/25 (3.12%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.20,1,SELECTED
PMB,PMB,2026-08-17 11:45:00-04:00,2026-08-17,TSM,CALL,96.0,A+,100.0,434.78,0.0,0.43,71.9,0.0,431.25,432.08,426.97,429.27,424.1,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.81%) | EMA trend 20/20 (0.49%) | 15m ORB 25/25 (0.62%) | PDH break 25/25 (1.27%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.43,2,SELECTED
PMB,PMB,2026-08-18 09:45:00-04:00,2026-08-18,SMCI,PUT,90.0,A,100.0,37.28,0.0,1.03,74.3,0.0,37.44,39.51,37.75,40.6,38.73,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.44%) | EMA trend 20/20 (0.62%) | 15m ORB 25/25 (1.26%) | PDL break 25/25 (3.89%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.03,1,SELECTED
PMB,PMB,2026-08-18 09:45:00-04:00,2026-08-18,AMD,PUT,91.0,A,100.0,481.61,0.0,0.82,72.8,0.0,485.65,515.87,506.33,514.67,483.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.84%) | EMA trend 20/20 (1.07%) | 15m ORB 25/25 (5.13%) | PDL break 20/25 (0.33%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.82,2,SELECTED
PMB,PMB,2026-08-18 09:45:00-04:00,2026-08-18,TSM,PUT,90.0,A,100.0,414.87,0.0,0.56,69.6,0.0,416.93,432.08,426.97,429.27,424.1,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.50%) | EMA trend 20/20 (0.69%) | 15m ORB 25/25 (2.92%) | PDL break 25/25 (2.22%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.56,3,SELECTED
PMB,PMB,2026-08-18 10:00:00-04:00,2026-08-18,MU,PUT,98.0,A+,100.0,949.5,0.0,1.14,80.2,0.0,961.62,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.28%) | EMA trend 20/20 (1.32%) | 15m ORB 25/25 (4.80%) | PDL break 25/25 (0.71%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.14,1,SELECTED
PMB,PMB,2026-08-18 10:00:00-04:00,2026-08-18,SMCI,PUT,97.0,A+,100.0,37.1,0.0,1.11,79.3,0.0,37.41,39.51,37.75,40.6,38.73,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.84%) | EMA trend 20/20 (0.81%) | 15m ORB 25/25 (1.75%) | PDL break 25/25 (4.39%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.11,2,SELECTED
PMB,PMB,2026-08-18 10:00:00-04:00,2026-08-18,AMD,PUT,96.0,A+,100.0,478.4,0.0,0.9,76.6,0.0,484.2,515.87,506.33,514.67,483.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.21%) | EMA trend 20/20 (1.44%) | 15m ORB 25/25 (5.84%) | PDL break 25/25 (1.00%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.90,3,SELECTED
PMB,PMB,2026-08-18 10:00:00-04:00,2026-08-18,AVGO,PUT,97.0,A+,100.0,377.53,0.0,0.58,74.0,0.0,380.94,397.95,392.72,412.5,388.5,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.90%) | EMA trend 20/20 (1.08%) | 15m ORB 25/25 (4.02%) | PDL break 25/25 (2.91%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.58,4,SELECTED
PMB,PMB,2026-08-18 10:15:00-04:00,2026-08-18,SMCI,PUT,91.0,A,100.0,37.11,0.0,1.15,76.1,0.0,37.38,39.51,37.75,40.6,38.73,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.74%) | EMA trend 20/20 (0.94%) | 15m ORB 25/25 (1.72%) | PDL break 25/25 (4.37%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.15,1,SELECTED
PMB,PMB,2026-08-18 10:30:00-04:00,2026-08-18,MU,PUT,98.0,A+,100.0,946.78,0.0,1.22,81.0,0.0,959.37,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.33%) | EMA trend 20/20 (1.80%) | 15m ORB 25/25 (5.10%) | PDL break 25/25 (0.99%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.22,1,SELECTED
PMB,PMB,2026-08-18 10:30:00-04:00,2026-08-18,SMCI,PUT,98.0,A+,100.0,36.8,0.0,1.19,80.7,0.0,37.32,39.51,37.75,40.6,38.73,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.42%) | EMA trend 20/20 (1.11%) | 15m ORB 25/25 (2.58%) | PDL break 25/25 (5.24%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.19,2,SELECTED
PMB,PMB,2026-08-18 10:30:00-04:00,2026-08-18,ARM,PUT,92.0,A,100.0,252.91,0.0,1.29,78.1,0.0,254.68,287.15,272.31,281.67,274.45,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.70%) | EMA trend 20/20 (2.63%) | 15m ORB 25/25 (7.67%) | PDL break 25/25 (8.52%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.29,3,SELECTED
PMB,PMB,2026-08-18 10:30:00-04:00,2026-08-18,AMD,PUT,97.0,A+,100.0,478.98,0.0,0.98,78.0,0.0,483.33,515.87,506.33,514.67,483.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.91%) | EMA trend 20/20 (1.77%) | 15m ORB 25/25 (5.71%) | PDL break 25/25 (0.88%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.98,4,SELECTED
PMB,PMB,2026-08-18 10:45:00-04:00,2026-08-18,ARM,PUT,97.0,A+,100.0,249.83,0.0,1.39,82.1,0.0,253.77,287.15,272.31,281.67,274.45,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.58%) | EMA trend 20/20 (2.86%) | 15m ORB 25/25 (9.00%) | PDL break 25/25 (9.85%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.39,1,SELECTED
PMB,PMB,2026-08-18 10:45:00-04:00,2026-08-18,MU,PUT,98.0,A+,100.0,936.29,0.0,1.3,81.8,0.0,956.64,1019.5,995.07,984.0,956.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (2.17%) | EMA trend 20/20 (2.08%) | 15m ORB 25/25 (6.28%) | PDL break 25/25 (2.13%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.30,2,SELECTED
PMB,PMB,2026-08-18 10:45:00-04:00,2026-08-18,SMCI,PUT,98.0,A+,100.0,36.45,0.0,1.23,81.1,0.0,37.22,39.51,37.75,40.6,38.73,intraday fallback,,No nearby support below price,"VWAP 20/20 (2.11%) | EMA trend 20/20 (1.31%) | 15m ORB 25/25 (3.57%) | PDL break 25/25 (6.26%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.23,3,SELECTED
PMB,PMB,2026-08-18 10:45:00-04:00,2026-08-18,AMD,PUT,96.0,A+,100.0,476.72,0.0,1.03,77.9,0.0,482.6,515.87,506.33,514.67,483.2,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.23%) | EMA trend 20/20 (1.91%) | 15m ORB 25/25 (6.21%) | PDL break 25/25 (1.36%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.03,4,SELECTED
PMB,PMB,2026-08-18 11:00:00-04:00,2026-08-18,MRVL,PUT,94.0,A,100.0,213.19,0.0,1.49,81.3,0.0,217.82,225.01,219.53,240.13,226.89,intraday fallback,,No nearby support below price,VWAP 20/20 (2.17%) | EMA trend 20/20 (2.72%) | 15m ORB 25/25 (2.97%) | PDL break 25/25 (6.43%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.49,1,SELECTED
PMB,PMB,2026-08-18 11:00:00-04:00,2026-08-18,ARM,PUT,94.0,A,100.0,248.86,0.0,1.43,80.7,0.0,253.13,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,VWAP 20/20 (1.72%) | EMA trend 20/20 (3.02%) | 15m ORB 25/25 (1.70%) | PDL break 25/25 (9.01%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.43,2,SELECTED
PMB,PMB,2026-08-18 11:00:00-04:00,2026-08-18,SMCI,PUT,96.0,A+,100.0,36.31,0.0,1.26,80.2,0.0,37.12,38.16,36.89,39.51,37.68,intraday fallback,,No nearby support below price,"VWAP 20/20 (2.23%) | EMA trend 20/20 (1.49%) | 15m ORB 25/25 (1.60%) | PDL break 25/25 (3.77%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.26,3,SELECTED
PMB,PMB,2026-08-18 11:00:00-04:00,2026-08-18,MU,PUT,94.0,A,100.0,937.33,0.0,1.32,79.6,0.0,954.21,978.67,954.01,1036.13,995.07,intraday fallback,,No nearby support below price,VWAP 20/20 (1.80%) | EMA trend 20/20 (2.23%) | 15m ORB 25/25 (1.78%) | PDL break 25/25 (6.16%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.32,4,SELECTED
PMB,PMB,2026-08-18 11:15:00-04:00,2026-08-18,MRVL,PUT,94.0,A,100.0,214.43,0.0,1.52,81.4,0.0,217.52,225.01,219.53,240.13,226.89,intraday fallback,,No nearby support below price,VWAP 20/20 (1.44%) | EMA trend 20/20 (2.75%) | 15m ORB 25/25 (2.38%) | PDL break 25/25 (5.81%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.52,1,SELECTED
PMB,PMB,2026-08-18 11:15:00-04:00,2026-08-18,ARM,PUT,94.0,A,100.0,250.07,0.0,1.43,80.7,0.0,252.86,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,VWAP 20/20 (1.11%) | EMA trend 20/20 (3.03%) | 15m ORB 25/25 (1.20%) | PDL break 25/25 (8.48%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.43,2,SELECTED
PMB,PMB,2026-08-18 11:15:00-04:00,2026-08-18,MU,PUT,94.0,A,100.0,942.46,0.0,1.35,79.9,0.0,952.87,978.67,954.01,1036.13,995.07,intraday fallback,,No nearby support below price,VWAP 20/20 (1.10%) | EMA trend 20/20 (2.25%) | 15m ORB 25/25 (1.23%) | PDL break 25/25 (5.58%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.35,3,SELECTED
PMB,PMB,2026-08-18 11:15:00-04:00,2026-08-18,SMCI,PUT,94.0,A,100.0,36.52,0.0,1.27,79.1,0.0,37.07,38.16,36.89,39.51,37.68,intraday fallback,,No nearby support below price,VWAP 20/20 (1.50%) | EMA trend 20/20 (1.52%) | 15m ORB 25/25 (1.01%) | PDL break 25/25 (3.18%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.27,4,SELECTED
PMB,PMB,2026-08-18 11:30:00-04:00,2026-08-18,MRVL,PUT,94.0,A,100.0,214.8,0.0,1.53,81.4,0.0,217.35,225.01,219.53,240.13,226.89,intraday fallback,,No nearby support below price,VWAP 20/20 (1.19%) | EMA trend 20/20 (2.69%) | 15m ORB 25/25 (2.20%) | PDL break 25/25 (5.63%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.53,1,SELECTED
PMB,PMB,2026-08-18 11:30:00-04:00,2026-08-18,ARM,PUT,94.0,A,100.0,250.63,0.0,1.41,80.5,0.0,252.59,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,VWAP 20/20 (0.78%) | EMA trend 20/20 (2.96%) | 15m ORB 25/25 (0.98%) | PDL break 25/25 (8.24%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.41,2,SELECTED
PMB,PMB,2026-08-18 11:30:00-04:00,2026-08-18,MU,PUT,94.0,A,100.0,941.84,0.0,1.38,80.2,0.0,952.27,978.67,954.01,1036.13,995.07,intraday fallback,,No nearby support below price,VWAP 20/20 (1.11%) | EMA trend 20/20 (2.23%) | 15m ORB 25/25 (1.29%) | PDL break 25/25 (5.65%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.38,3,SELECTED
PMB,PMB,2026-08-18 11:30:00-04:00,2026-08-18,SMCI,PUT,94.0,A,100.0,36.7,0.0,1.29,79.3,0.0,37.04,38.16,36.89,39.51,37.68,intraday fallback,,No nearby support below price,VWAP 20/20 (0.94%) | EMA trend 20/20 (1.46%) | 15m ORB 25/25 (0.52%) | PDL break 25/25 (2.67%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.29,4,SELECTED
PMB,PMB,2026-08-18 11:45:00-04:00,2026-08-18,ARM,PUT,90.0,A,100.0,250.51,0.0,1.41,78.1,0.0,252.39,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.75%) | EMA trend 20/20 (2.86%) | 15m ORB 25/25 (1.03%) | PDL break 25/25 (8.29%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.41,1,SELECTED
PMB,PMB,2026-08-19 09:45:00-04:00,2026-08-19,ARM,PUT,98.0,A+,100.0,248.75,0.0,1.43,83.1,0.0,257.42,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,"VWAP 20/20 (3.48%) | EMA trend 20/20 (0.47%) | 15m ORB 25/25 (1.74%) | PDL break 25/25 (9.06%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.43,1,SELECTED
PMB,PMB,2026-08-19 09:45:00-04:00,2026-08-19,SMCI,PUT,96.0,A+,100.0,36.49,0.0,1.15,79.1,0.0,36.84,38.16,36.89,39.51,37.68,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.96%) | EMA trend 20/20 (0.30%) | 15m ORB 25/25 (1.10%) | PDL break 25/25 (3.26%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.15,2,SELECTED
PMB,PMB,2026-08-19 09:45:00-04:00,2026-08-19,AMD,PUT,95.0,A+,100.0,468.18,0.0,0.82,75.2,0.0,475.16,491.81,485.25,517.35,504.52,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.49%) | EMA trend 20/20 (0.60%) | 15m ORB 25/25 (3.65%) | PDL break 25/25 (7.76%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.82,3,SELECTED
PMB,PMB,2026-08-19 09:45:00-04:00,2026-08-19,MU,PUT,93.0,A,100.0,930.13,0.0,0.94,75.2,0.0,939.15,978.67,954.01,1036.13,995.07,intraday fallback,,No nearby support below price,VWAP 20/20 (0.97%) | EMA trend 20/20 (0.64%) | 15m ORB 25/25 (2.57%) | PDL break 25/25 (6.98%) | Confirmation 3/10 (ATR 3/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 0.94,4,SELECTED
PMB,PMB,2026-08-19 10:00:00-04:00,2026-08-19,ARM,PUT,98.0,A+,100.0,241.5,0.0,1.63,83.8,0.0,253.07,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,"VWAP 20/20 (4.79%) | EMA trend 20/20 (0.93%) | 15m ORB 25/25 (4.80%) | PDL break 25/25 (12.33%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.63,1,SELECTED
PMB,PMB,2026-08-19 10:00:00-04:00,2026-08-19,SMCI,PUT,97.0,A+,100.0,35.95,0.0,1.26,80.8,0.0,36.64,38.16,36.89,39.51,37.68,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.93%) | EMA trend 20/20 (0.62%) | 15m ORB 25/25 (2.61%) | PDL break 25/25 (4.81%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.26,2,SELECTED
PMB,PMB,2026-08-19 10:00:00-04:00,2026-08-19,MU,PUT,97.0,A+,100.0,917.98,0.0,1.05,78.7,0.0,935.35,978.67,954.01,1036.13,995.07,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.89%) | EMA trend 20/20 (0.81%) | 15m ORB 25/25 (3.92%) | PDL break 25/25 (8.40%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 1.05,3,SELECTED
PMB,PMB,2026-08-19 10:00:00-04:00,2026-08-19,AMD,PUT,97.0,A+,100.0,463.27,0.0,0.91,77.3,0.0,472.53,491.81,485.25,517.35,504.52,intraday fallback,,No nearby support below price,"VWAP 20/20 (2.00%) | EMA trend 20/20 (0.88%) | 15m ORB 25/25 (4.74%) | PDL break 25/25 (8.90%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.91,4,SELECTED
PMB,PMB,2026-08-19 10:15:00-04:00,2026-08-19,ARM,PUT,94.0,A,100.0,247.07,0.0,1.7,81.4,0.0,251.81,258.5,253.08,287.15,271.28,intraday fallback,,No nearby support below price,VWAP 20/20 (1.92%) | EMA trend 20/20 (1.02%) | 15m ORB 25/25 (2.43%) | PDL break 25/25 (9.80%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.70,1,SELECTED
PMB,PMB,2026-08-19 10:15:00-04:00,2026-08-19,MSTR,CALL,97.0,A+,100.0,99.52,0.0,1.17,79.9,0.0,97.55,96.99,95.29,98.57,93.08,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.98%) | EMA trend 20/20 (0.78%) | 15m ORB 25/25 (2.54%) | PDH break 25/25 (0.95%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.17,2,SELECTED
PMB,PMB,2026-08-19 10:15:00-04:00,2026-08-19,COIN,CALL,96.0,A+,100.0,154.84,0.0,1.04,78.0,0.0,151.89,149.8,147.1,152.2,147.2,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.90%) | EMA trend 20/20 (0.84%) | 15m ORB 25/25 (3.25%) | PDH break 25/25 (1.70%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.04,3,SELECTED
PMB,PMB,2026-08-19 10:15:00-04:00,2026-08-19,AMD,PUT,93.0,A,100.0,467.26,0.0,0.95,75.3,0.0,471.19,491.81,485.25,517.35,504.52,intraday fallback,,No nearby support below price,VWAP 20/20 (0.84%) | EMA trend 20/20 (0.99%) | 15m ORB 25/25 (3.85%) | PDL break 25/25 (7.97%) | Confirmation 3/10 (ATR 3/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 0.95,4,SELECTED
PMB,PMB,2026-08-19 10:30:00-04:00,2026-08-19,MSTR,CALL,98.0,A+,100.0,100.29,0.0,1.21,80.9,0.0,98.0,96.99,95.29,98.57,93.08,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (2.29%) | EMA trend 20/20 (1.15%) | 15m ORB 25/25 (3.29%) | PDH break 25/25 (1.72%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.21,1,SELECTED
