strategy,strategy_name,timestamp,session_date,symbol,signal,score,grade,confidence,price,rvol,atr_pct,rank_score,option_score,vwap,orb_high,orb_low,pdh,pdl,pdh_method,room_to_move_pct,room_check,score_components,reasons,selection_rank,selection_status
PMB,PMB,2026-08-19 10:30:00-04:00,2026-08-19,COIN,CALL,97.0,A+,100.0,156.5,0.0,1.1,79.2,0.0,152.49,149.8,147.1,152.2,147.2,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (2.56%) | EMA trend 20/20 (1.18%) | 15m ORB 25/25 (4.28%) | PDH break 25/25 (2.75%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.10,2,SELECTED
PMB,PMB,2026-08-19 10:30:00-04:00,2026-08-19,TSLA,CALL,92.0,A,100.0,346.71,0.0,0.65,71.7,0.0,340.91,340.53,331.12,345.45,337.48,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.67%) | EMA trend 20/20 (0.42%) | 15m ORB 25/25 (1.78%) | PDH break 20/25 (0.36%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.65,3,SELECTED
PMB,PMB,2026-08-19 10:45:00-04:00,2026-08-19,MSTR,CALL,98.0,A+,100.0,103.05,0.0,1.34,82.2,0.0,98.96,96.99,95.29,98.57,93.08,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.97%) | EMA trend 20/20 (1.69%) | 15m ORB 25/25 (5.88%) | PDH break 25/25 (4.35%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.34,1,SELECTED
PMB,PMB,2026-08-19 10:45:00-04:00,2026-08-19,COIN,CALL,98.0,A+,100.0,160.5,0.0,1.21,80.9,0.0,153.91,149.8,147.1,152.2,147.2,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (4.11%) | EMA trend 20/20 (1.68%) | 15m ORB 25/25 (6.67%) | PDH break 25/25 (5.17%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.21,2,SELECTED
PMB,PMB,2026-08-19 10:45:00-04:00,2026-08-19,AMD,PUT,94.0,A,100.0,466.06,0.0,1.04,76.8,0.0,469.95,491.81,485.25,517.35,504.52,intraday fallback,,No nearby support below price,VWAP 20/20 (0.83%) | EMA trend 20/20 (1.09%) | 15m ORB 25/25 (4.12%) | PDL break 25/25 (8.25%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.04,3,SELECTED
PMB,PMB,2026-08-19 10:45:00-04:00,2026-08-19,TSLA,CALL,96.0,A+,100.0,347.39,0.0,0.67,74.3,0.0,341.9,340.53,331.12,345.45,337.48,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.58%) | EMA trend 20/20 (0.61%) | 15m ORB 25/25 (1.97%) | PDH break 25/25 (0.56%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.67,4,SELECTED
PMB,PMB,2026-08-19 11:00:00-04:00,2026-08-19,MSTR,CALL,97.0,A+,100.0,103.43,0.0,1.41,82.3,0.0,100.07,97.08,94.3,97.66,92.45,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.24%) | EMA trend 20/20 (2.09%) | 15m ORB 25/25 (6.14%) | PDH break 25/25 (5.58%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.41,1,SELECTED
PMB,PMB,2026-08-19 11:00:00-04:00,2026-08-19,COIN,CALL,97.0,A+,100.0,160.5,0.0,1.27,80.9,0.0,155.06,152.11,147.5,150.73,146.02,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.39%) | EMA trend 20/20 (2.00%) | 15m ORB 25/25 (5.23%) | PDH break 25/25 (6.09%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.27,2,SELECTED
PMB,PMB,2026-08-19 11:00:00-04:00,2026-08-19,TSLA,CALL,93.0,A,100.0,346.5,0.0,0.71,72.9,0.0,342.52,341.29,337.53,340.53,331.12,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.15%) | EMA trend 20/20 (0.70%) | 15m ORB 25/25 (1.50%) | PDH break 25/25 (1.72%) | Confirmation 3/10 (ATR 3/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 0.71,3,SELECTED
PMB,PMB,2026-08-19 11:00:00-04:00,2026-08-19,AAPL,CALL,94.0,A,100.0,318.8,0.0,0.5,71.4,0.0,315.51,312.39,309.6,311.49,305.74,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.03%) | EMA trend 20/20 (0.77%) | 15m ORB 25/25 (2.01%) | PDH break 25/25 (2.29%) | Confirmation 4/10 (Candle 2/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.50,4,SELECTED
PMB,PMB,2026-08-19 11:15:00-04:00,2026-08-19,COIN,CALL,96.0,A+,100.0,161.85,0.0,1.4,81.6,0.0,155.79,152.11,147.5,150.73,146.02,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.74%) | EMA trend 20/20 (2.29%) | 15m ORB 25/25 (6.02%) | PDH break 25/25 (6.87%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.40,1,SELECTED
PMB,PMB,2026-08-19 11:15:00-04:00,2026-08-19,MSTR,CALL,94.0,A,100.0,104.16,0.0,1.62,81.4,0.0,100.67,97.08,94.3,97.66,92.45,intraday fallback,,No nearby resistance above price,VWAP 20/20 (3.35%) | EMA trend 20/20 (2.41%) | 15m ORB 25/25 (6.80%) | PDH break 25/25 (6.24%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.62,2,SELECTED
PMB,PMB,2026-08-19 11:15:00-04:00,2026-08-19,TSLA,CALL,96.0,A+,100.0,347.4,0.0,0.72,74.8,0.0,342.81,341.29,337.53,340.53,331.12,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.32%) | EMA trend 20/20 (0.79%) | 15m ORB 25/25 (1.76%) | PDH break 25/25 (1.98%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.72,3,SELECTED
PMB,PMB,2026-08-19 11:15:00-04:00,2026-08-19,AAPL,CALL,93.0,A,100.0,318.18,0.0,0.51,70.9,0.0,315.73,312.39,309.6,311.49,305.74,intraday fallback,,No nearby resistance above price,VWAP 20/20 (0.77%) | EMA trend 20/20 (0.79%) | 15m ORB 25/25 (1.82%) | PDH break 25/25 (2.10%) | Confirmation 3/10 (ATR 3/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 0.51,4,SELECTED
PMB,PMB,2026-08-19 11:30:00-04:00,2026-08-19,MSTR,CALL,98.0,A+,100.0,105.64,0.0,1.67,83.8,0.0,101.25,97.08,94.3,97.66,92.45,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (4.15%) | EMA trend 20/20 (2.74%) | 15m ORB 25/25 (8.10%) | PDH break 25/25 (7.55%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.67,1,SELECTED
PMB,PMB,2026-08-19 11:30:00-04:00,2026-08-19,COIN,CALL,98.0,A+,100.0,164.24,0.0,1.46,83.4,0.0,156.71,152.11,147.5,150.73,146.02,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (4.59%) | EMA trend 20/20 (2.61%) | 15m ORB 25/25 (7.39%) | PDH break 25/25 (8.23%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.46,2,SELECTED
PMB,PMB,2026-08-19 11:30:00-04:00,2026-08-19,TSLA,CALL,93.0,A,100.0,346.92,0.0,0.73,73.1,0.0,343.08,341.29,337.53,340.53,331.12,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.11%) | EMA trend 20/20 (0.82%) | 15m ORB 25/25 (1.62%) | PDH break 25/25 (1.84%) | Confirmation 3/10 (ATR 3/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 0.73,3,SELECTED
PMB,PMB,2026-08-19 11:30:00-04:00,2026-08-19,AMZN,CALL,96.0,A+,100.0,264.25,0.0,0.47,72.3,0.0,261.98,262.68,258.88,262.18,257.73,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.86%) | EMA trend 20/20 (0.38%) | 15m ORB 25/25 (0.59%) | PDH break 25/25 (0.78%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.47,4,SELECTED
PMB,PMB,2026-08-19 11:45:00-04:00,2026-08-19,MSTR,CALL,98.0,A+,100.0,105.71,0.0,1.69,83.8,0.0,101.62,97.08,94.3,97.66,92.45,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.87%) | EMA trend 20/20 (2.94%) | 15m ORB 25/25 (8.16%) | PDH break 25/25 (7.62%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.69,1,SELECTED
PMB,PMB,2026-08-19 11:45:00-04:00,2026-08-19,COIN,CALL,96.0,A+,100.0,163.44,0.0,1.56,82.6,0.0,157.24,152.11,147.5,150.73,146.02,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (3.79%) | EMA trend 20/20 (2.73%) | 15m ORB 25/25 (6.93%) | PDH break 25/25 (7.78%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.56,2,SELECTED
PMB,PMB,2026-08-19 11:45:00-04:00,2026-08-19,TSLA,CALL,96.0,A+,100.0,346.94,0.0,0.74,75.0,0.0,343.26,341.29,337.53,340.53,331.12,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.06%) | EMA trend 20/20 (0.83%) | 15m ORB 25/25 (1.63%) | PDH break 25/25 (1.85%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.74,3,SELECTED
PMB,PMB,2026-08-19 11:45:00-04:00,2026-08-19,AMZN,CALL,94.0,A,100.0,264.49,0.0,0.47,71.1,0.0,262.07,262.68,258.88,262.18,257.73,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.91%) | EMA trend 20/20 (0.42%) | 15m ORB 25/25 (0.68%) | PDH break 25/25 (0.87%) | Confirmation 4/10 (Candle 2/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.47,4,SELECTED
PMB,PMB,2026-08-20 09:45:00-04:00,2026-08-20,AMD,PUT,90.0,A,100.0,466.0,0.0,0.63,70.3,0.0,469.91,487.01,474.5,491.81,475.0,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.84%) | EMA trend 14/20 (0.16%) | 15m ORB 25/25 (1.82%) | PDL break 25/25 (1.93%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.63,1,SELECTED
PMB,PMB,2026-08-20 11:00:00-04:00,2026-08-20,GOOGL,PUT,90.0,A,100.0,339.3,0.0,0.4,68.0,0.0,341.82,343.9,341.63,346.73,340.66,intraday fallback,,No nearby support below price,"VWAP 14/20 (0.74%) | EMA trend 20/20 (0.30%) | 15m ORB 25/25 (0.69%) | PDL break 25/25 (0.40%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.40,1,SELECTED
PMB,PMB,2026-08-20 11:30:00-04:00,2026-08-20,AMD,PUT,92.0,A,100.0,461.0,0.0,0.91,74.3,0.0,467.88,475.53,465.55,487.01,462.55,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.49%) | EMA trend 20/20 (0.30%) | 15m ORB 25/25 (0.99%) | PDL break 20/25 (0.34%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.91,1,SELECTED
PMB,PMB,2026-08-20 11:30:00-04:00,2026-08-20,NVDA,PUT,92.0,A,100.0,215.94,0.0,0.57,70.9,0.0,217.84,219.86,217.17,222.87,216.76,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.88%) | EMA trend 20/20 (0.33%) | 15m ORB 25/25 (0.57%) | PDL break 20/25 (0.38%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.57,2,SELECTED
PMB,PMB,2026-08-21 09:45:00-04:00,2026-08-21,COIN,CALL,97.0,A+,100.0,189.45,0.0,1.43,82.5,0.0,186.45,173.6,166.11,165.74,147.5,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.58%) | EMA trend 20/20 (2.25%) | 15m ORB 25/25 (8.37%) | PDH break 25/25 (12.52%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.43,1,SELECTED
PMB,PMB,2026-08-21 09:45:00-04:00,2026-08-21,TSLA,CALL,97.0,A+,100.0,354.37,0.0,0.56,73.8,0.0,350.62,347.5,342.25,351.62,335.7,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.06%) | EMA trend 20/20 (0.44%) | 15m ORB 25/25 (1.94%) | PDH break 25/25 (0.78%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.56,2,SELECTED
PMB,PMB,2026-08-21 10:00:00-04:00,2026-08-21,TSLA,CALL,95.0,A+,100.0,357.62,0.0,0.66,73.6,0.0,353.51,347.5,342.25,351.62,335.7,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.15%) | EMA trend 20/20 (0.74%) | 15m ORB 25/25 (2.83%) | PDH break 25/25 (1.68%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.66,1,SELECTED
PMB,PMB,2026-08-21 10:00:00-04:00,2026-08-21,NVDA,PUT,90.0,A,100.0,215.4,0.0,0.37,67.7,0.0,217.03,219.86,217.17,222.87,216.76,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.76%) | EMA trend 14/20 (0.16%) | 15m ORB 25/25 (0.82%) | PDL break 25/25 (0.63%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.37,2,SELECTED
PMB,PMB,2026-08-21 10:15:00-04:00,2026-08-21,MSTR,CALL,91.0,A,100.0,119.43,0.0,1.49,79.5,0.0,118.89,113.74,109.19,106.9,94.3,intraday fallback,,No nearby resistance above price,"VWAP 14/20 (0.45%) | EMA trend 20/20 (2.21%) | 15m ORB 25/25 (4.76%) | PDH break 25/25 (10.49%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.49,1,SELECTED
PMB,PMB,2026-08-21 10:15:00-04:00,2026-08-21,TSLA,CALL,95.0,A+,100.0,359.8,0.0,0.76,74.6,0.0,354.79,347.5,342.25,351.62,335.7,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.39%) | EMA trend 20/20 (1.01%) | 15m ORB 25/25 (3.42%) | PDH break 25/25 (2.27%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.76,2,SELECTED
PMB,PMB,2026-08-21 10:15:00-04:00,2026-08-21,NVDA,PUT,96.0,A+,100.0,214.66,0.0,0.38,71.4,0.0,216.59,219.86,217.17,222.87,216.76,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.90%) | EMA trend 20/20 (0.24%) | 15m ORB 25/25 (1.17%) | PDL break 25/25 (0.98%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.38,3,SELECTED
PMB,PMB,2026-08-21 10:30:00-04:00,2026-08-21,MSTR,CALL,90.0,A,100.0,119.34,0.0,1.56,79.0,0.0,118.91,113.74,109.19,106.9,94.3,intraday fallback,,No nearby resistance above price,"VWAP 14/20 (0.36%) | EMA trend 20/20 (2.30%) | 15m ORB 25/25 (4.69%) | PDH break 25/25 (10.42%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.56,1,SELECTED
PMB,PMB,2026-08-21 10:45:00-04:00,2026-08-21,COIN,CALL,97.0,A+,100.0,190.67,0.0,1.7,83.2,0.0,187.21,173.6,166.11,165.74,147.5,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.82%) | EMA trend 20/20 (3.05%) | 15m ORB 25/25 (8.95%) | PDH break 25/25 (13.07%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.70,1,SELECTED
PMB,PMB,2026-08-21 10:45:00-04:00,2026-08-21,MSTR,CALL,97.0,A+,100.0,120.47,0.0,1.59,83.2,0.0,119.03,113.74,109.19,106.9,94.3,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.20%) | EMA trend 20/20 (2.42%) | 15m ORB 25/25 (5.59%) | PDH break 25/25 (11.26%) | Confirmation 7/10 (Candle 3/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.59,2,SELECTED
PMB,PMB,2026-08-21 10:45:00-04:00,2026-08-21,TSLA,CALL,97.0,A+,100.0,361.03,0.0,0.94,77.6,0.0,355.66,347.5,342.25,351.62,335.7,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.49%) | EMA trend 20/20 (1.25%) | 15m ORB 25/25 (3.75%) | PDH break 25/25 (2.61%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.94,3,SELECTED
PMB,PMB,2026-08-21 11:00:00-04:00,2026-08-21,MSTR,CALL,94.0,A,100.0,120.85,0.0,1.63,81.4,0.0,119.22,119.95,115.8,113.74,108.35,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.35%) | EMA trend 20/20 (2.50%) | 15m ORB 25/25 (0.74%) | PDH break 25/25 (5.88%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.63,1,SELECTED
PMB,PMB,2026-08-21 11:00:00-04:00,2026-08-21,TSLA,CALL,93.0,A,100.0,361.82,0.0,0.99,75.7,0.0,356.67,351.58,346.9,347.5,338.96,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.42%) | EMA trend 20/20 (1.38%) | 15m ORB 25/25 (2.83%) | PDH break 25/25 (3.96%) | Confirmation 3/10 (ATR 3/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 0.99,2,SELECTED
PMB,PMB,2026-08-21 11:00:00-04:00,2026-08-21,PLTR,CALL,96.0,A+,100.0,177.49,0.0,0.67,74.3,0.0,174.84,175.15,172.88,176.46,172.03,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.50%) | EMA trend 20/20 (0.23%) | 15m ORB 25/25 (1.32%) | PDH break 25/25 (0.58%) | Confirmation 6/10 (Candle 3/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.67,3,SELECTED
PMB,PMB,2026-08-21 11:15:00-04:00,2026-08-21,MSTR,CALL,94.0,A,100.0,120.7,0.0,1.65,81.4,0.0,119.35,119.95,115.8,113.74,108.35,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.12%) | EMA trend 20/20 (2.49%) | 15m ORB 25/25 (0.62%) | PDH break 25/25 (5.77%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.65,1,SELECTED
PMB,PMB,2026-08-21 11:15:00-04:00,2026-08-21,PLTR,CALL,97.0,A+,100.0,178.22,0.0,0.71,75.3,0.0,175.29,175.15,172.88,176.46,172.03,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.65%) | EMA trend 20/20 (0.38%) | 15m ORB 25/25 (1.72%) | PDH break 25/25 (0.99%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.71,2,SELECTED
PMB,PMB,2026-08-21 11:30:00-04:00,2026-08-21,TSLA,CALL,98.0,A+,100.0,363.47,0.0,1.11,79.9,0.0,357.27,351.58,346.9,347.5,338.96,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (1.71%) | EMA trend 20/20 (1.45%) | 15m ORB 25/25 (3.27%) | PDH break 25/25 (4.39%) | Confirmation 8/10 (Candle 4/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.11,1,SELECTED
PMB,PMB,2026-08-21 11:30:00-04:00,2026-08-21,COIN,CALL,91.0,A,100.0,189.02,0.0,1.76,79.6,0.0,187.46,188.4,179.2,174.78,166.11,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.83%) | EMA trend 20/20 (2.85%) | 15m ORB 20/25 (0.33%) | PDH break 25/25 (7.53%) | Confirmation 6/10 (Candle 2/4, ATR 4/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 1.76,2,SELECTED
PMB,PMB,2026-08-21 11:30:00-04:00,2026-08-21,PLTR,CALL,97.0,A+,100.0,179.56,0.0,0.75,75.7,0.0,175.79,175.15,172.88,176.46,172.03,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (2.10%) | EMA trend 20/20 (0.57%) | 15m ORB 25/25 (2.46%) | PDH break 25/25 (1.73%) | Confirmation 7/10 (Candle 4/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.75,3,SELECTED
PMB,PMB,2026-08-21 11:30:00-04:00,2026-08-21,GOOGL,CALL,91.0,A,100.0,345.19,0.0,0.32,67.8,0.0,342.55,342.67,340.4,343.9,338.56,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (0.77%) | EMA trend 20/20 (0.29%) | 15m ORB 25/25 (0.73%) | PDH break 20/25 (0.37%) | Confirmation 6/10 (Candle 4/4, ATR 2/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.32,4,SELECTED
PMB,PMB,2026-08-21 11:45:00-04:00,2026-08-21,TSLA,CALL,94.0,A,100.0,362.54,0.0,1.16,78.0,0.0,357.69,351.58,346.9,347.5,338.96,intraday fallback,,No nearby resistance above price,VWAP 20/20 (1.34%) | EMA trend 20/20 (1.46%) | 15m ORB 25/25 (3.02%) | PDH break 25/25 (4.15%) | Confirmation 4/10 (ATR 4/4),Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Good ATR%: 1.16,1,SELECTED
PMB,PMB,2026-08-21 11:45:00-04:00,2026-08-21,PLTR,CALL,95.0,A+,100.0,181.61,0.0,0.84,75.4,0.0,177.26,175.15,172.88,176.46,172.03,intraday fallback,,No nearby resistance above price,"VWAP 20/20 (2.40%) | EMA trend 20/20 (0.82%) | 15m ORB 25/25 (3.56%) | PDH break 25/25 (2.84%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Above VWAP | EMA9 above EMA21 | 15m ORB breakout up | Broke PDH | Strong breakout candle | Good ATR%: 0.84,2,SELECTED
PMB,PMB,2026-08-24 09:45:00-04:00,2026-08-24,SMCI,PUT,94.0,A,100.0,34.64,0.0,1.2,78.4,0.0,35.14,37.67,36.82,38.74,35.58,intraday fallback,,No nearby support below price,VWAP 20/20 (1.43%) | EMA trend 20/20 (1.01%) | 15m ORB 25/25 (6.29%) | PDL break 25/25 (2.71%) | Confirmation 4/10 (ATR 4/4),Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Good ATR%: 1.20,1,SELECTED
PMB,PMB,2026-08-24 09:45:00-04:00,2026-08-24,MU,PUT,95.0,A+,100.0,898.25,0.0,0.99,76.9,0.0,907.31,989.96,970.94,977.28,929.07,intraday fallback,,No nearby support below price,"VWAP 20/20 (1.01%) | EMA trend 20/20 (1.26%) | 15m ORB 25/25 (8.09%) | PDL break 25/25 (3.43%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.99,2,SELECTED
PMB,PMB,2026-08-24 09:45:00-04:00,2026-08-24,AMD,PUT,95.0,A+,100.0,454.59,0.0,0.67,73.7,0.0,458.23,477.36,468.1,475.53,460.27,intraday fallback,,No nearby support below price,"VWAP 20/20 (0.80%) | EMA trend 20/20 (0.44%) | 15m ORB 25/25 (2.97%) | PDL break 25/25 (1.25%) | Confirmation 5/10 (Candle 2/4, ATR 3/4)",Below VWAP | EMA9 below EMA21 | 15m ORB breakdown | Broke PDL | Strong breakdown candle | Good ATR%: 0.67,3,SELECTED
