#,symbol,timestamp,session_date,bar_number,close,scanner_allowed,new_session,session_close,strategies,pmb_signal,pmb_score,pmb_grade,signal,score,grade,rvol,atr_pct
81,GOOGL,2026-06-15 11:15:00-04:00,2026-06-15,8,372.39,True,False,False,PMB,,,,,,,,
82,IWM,2026-06-15 11:15:00-04:00,2026-06-15,8,295.45,True,False,False,PMB,,,,,,,,
83,META,2026-06-15 11:15:00-04:00,2026-06-15,8,596.71,True,False,False,PMB,,,,,,,,
84,MSFT,2026-06-15 11:15:00-04:00,2026-06-15,8,398.49,True,False,False,PMB,,,,,,,,
85,NVDA,2026-06-15 11:15:00-04:00,2026-06-15,8,211.17,True,False,False,PMB,,,,,,,,
86,QQQ,2026-06-15 11:15:00-04:00,2026-06-15,8,743.12,True,False,False,PMB,,,,,,,,
87,SPY,2026-06-15 11:15:00-04:00,2026-06-15,8,755.14,True,False,False,PMB,,,,,,,,
88,TSLA,2026-06-15 11:15:00-04:00,2026-06-15,8,409.81,True,False,False,PMB,,,,,,,,
89,AAPL,2026-06-15 11:30:00-04:00,2026-06-15,9,297.03,True,False,False,PMB,,,,,,,,
90,AMD,2026-06-15 11:30:00-04:00,2026-06-15,9,547.13,True,False,False,PMB,,,,,,,,
91,AMZN,2026-06-15 11:30:00-04:00,2026-06-15,9,246.25,True,False,False,PMB,,,,,,,,
92,GOOGL,2026-06-15 11:30:00-04:00,2026-06-15,9,371.63,True,False,False,PMB,,,,,,,,
93,IWM,2026-06-15 11:30:00-04:00,2026-06-15,9,296.08,True,False,False,PMB,,,,,,,,
94,META,2026-06-15 11:30:00-04:00,2026-06-15,9,599.21,True,False,False,PMB,,,,,,,,
95,MSFT,2026-06-15 11:30:00-04:00,2026-06-15,9,399.03,True,False,False,PMB,,,,,,,,
96,NVDA,2026-06-15 11:30:00-04:00,2026-06-15,9,211.75,True,False,False,PMB,,,,,,,,
97,QQQ,2026-06-15 11:30:00-04:00,2026-06-15,9,742.94,True,False,False,PMB,,,,,,,,
98,SPY,2026-06-15 11:30:00-04:00,2026-06-15,9,755.43,True,False,False,PMB,,,,,,,,
99,TSLA,2026-06-15 11:30:00-04:00,2026-06-15,9,409.87,True,False,False,PMB,,,,,,,,
100,AAPL,2026-06-15 11:45:00-04:00,2026-06-15,10,297.48,True,False,False,PMB,,,,,,,,
101,AMD,2026-06-15 11:45:00-04:00,2026-06-15,10,547.18,True,False,False,PMB,,,,,,,,
102,AMZN,2026-06-15 11:45:00-04:00,2026-06-15,10,246.48,True,False,False,PMB,,,,,,,,
103,GOOGL,2026-06-15 11:45:00-04:00,2026-06-15,10,372.55,True,False,False,PMB,,,,,,,,
104,IWM,2026-06-15 11:45:00-04:00,2026-06-15,10,296.03,True,False,False,PMB,,,,,,,,
105,META,2026-06-15 11:45:00-04:00,2026-06-15,10,599.82,True,False,False,PMB,,,,,,,,
106,MSFT,2026-06-15 11:45:00-04:00,2026-06-15,10,400.81,True,False,False,PMB,,,,,,,,
107,NVDA,2026-06-15 11:45:00-04:00,2026-06-15,10,212.28,True,False,False,PMB,,,,,,,,
108,QQQ,2026-06-15 11:45:00-04:00,2026-06-15,10,743.97,True,False,False,PMB,,,,,,,,
109,SPY,2026-06-15 11:45:00-04:00,2026-06-15,10,756.14,True,False,False,PMB,,,,,,,,
110,TSLA,2026-06-15 11:45:00-04:00,2026-06-15,10,408.87,True,False,False,PMB,,,,,,,,
111,AAPL,2026-06-15 12:00:00-04:00,2026-06-15,11,297.08,True,False,False,PMB,,,,,,,,
112,AMD,2026-06-15 12:00:00-04:00,2026-06-15,11,549.2,True,False,False,PMB,,,,,,,,
113,AMZN,2026-06-15 12:00:00-04:00,2026-06-15,11,245.94,True,False,False,PMB,,,,,,,,
114,GOOGL,2026-06-15 12:00:00-04:00,2026-06-15,11,371.76,True,False,False,PMB,,,,,,,,
115,IWM,2026-06-15 12:00:00-04:00,2026-06-15,11,295.89,True,False,False,PMB,,,,,,,,
116,META,2026-06-15 12:00:00-04:00,2026-06-15,11,599.95,True,False,False,PMB,,,,,,,,
117,MSFT,2026-06-15 12:00:00-04:00,2026-06-15,11,400.7,True,False,False,PMB,,,,,,,,
118,NVDA,2026-06-15 12:00:00-04:00,2026-06-15,11,212.44,True,False,False,PMB,,,,,,,,
119,QQQ,2026-06-15 12:00:00-04:00,2026-06-15,11,744.2,True,False,False,PMB,,,,,,,,
120,SPY,2026-06-15 12:00:00-04:00,2026-06-15,11,756.16,True,False,False,PMB,,,,,,,,
121,TSLA,2026-06-15 12:00:00-04:00,2026-06-15,11,410.07,True,False,False,PMB,,,,,,,,
122,AAPL,2026-06-15 12:15:00-04:00,2026-06-15,12,297.24,True,False,False,PMB,,,,,,,,
123,AMD,2026-06-15 12:15:00-04:00,2026-06-15,12,551.04,True,False,False,PMB,,,,,,,,
124,AMZN,2026-06-15 12:15:00-04:00,2026-06-15,12,246.71,True,False,False,PMB,,,,,,,,
125,GOOGL,2026-06-15 12:15:00-04:00,2026-06-15,12,371.04,True,False,False,PMB,,,,,,,,
126,IWM,2026-06-15 12:15:00-04:00,2026-06-15,12,296.05,True,False,False,PMB,,,,,,,,
127,META,2026-06-15 12:15:00-04:00,2026-06-15,12,598.9,True,False,False,PMB,,,,,,,,
128,MSFT,2026-06-15 12:15:00-04:00,2026-06-15,12,401.58,True,False,False,PMB,,,,,,,,
129,NVDA,2026-06-15 12:15:00-04:00,2026-06-15,12,212.35,True,False,False,PMB,,,,,,,,
130,QQQ,2026-06-15 12:15:00-04:00,2026-06-15,12,744.48,True,False,False,PMB,,,,,,,,
131,SPY,2026-06-15 12:15:00-04:00,2026-06-15,12,756.5,True,False,False,PMB,,,,,,,,
132,TSLA,2026-06-15 12:15:00-04:00,2026-06-15,12,411.38,True,False,False,PMB,,,,,,,,
133,AAPL,2026-06-15 12:30:00-04:00,2026-06-15,13,296.96,True,False,False,PMB,,,,,,,,
134,AMD,2026-06-15 12:30:00-04:00,2026-06-15,13,550.23,True,False,False,PMB,,,,,,,,
135,AMZN,2026-06-15 12:30:00-04:00,2026-06-15,13,245.93,True,False,False,PMB,,,,,,,,
136,GOOGL,2026-06-15 12:30:00-04:00,2026-06-15,13,370.89,True,False,False,PMB,,,,,,,,
137,IWM,2026-06-15 12:30:00-04:00,2026-06-15,13,295.8,True,False,False,PMB,,,,,,,,
138,META,2026-06-15 12:30:00-04:00,2026-06-15,13,596.66,True,False,False,PMB,,,,,,,,
139,MSFT,2026-06-15 12:30:00-04:00,2026-06-15,13,400.21,True,False,False,PMB,,,,,,,,
140,NVDA,2026-06-15 12:30:00-04:00,2026-06-15,13,212.23,True,False,False,PMB,,,,,,,,
141,QQQ,2026-06-15 12:30:00-04:00,2026-06-15,13,743.97,True,False,False,PMB,,,,,,,,
142,SPY,2026-06-15 12:30:00-04:00,2026-06-15,13,755.91,True,False,False,PMB,,,,,,,,
143,TSLA,2026-06-15 12:30:00-04:00,2026-06-15,13,410.06,True,False,False,PMB,,,,,,,,
144,AAPL,2026-06-15 12:45:00-04:00,2026-06-15,14,296.95,True,False,False,PMB,,,,,,,,
145,AMD,2026-06-15 12:45:00-04:00,2026-06-15,14,549.45,True,False,False,PMB,,,,,,,,
146,AMZN,2026-06-15 12:45:00-04:00,2026-06-15,14,246.22,True,False,False,PMB,,,,,,,,
147,GOOGL,2026-06-15 12:45:00-04:00,2026-06-15,14,371.3,True,False,False,PMB,,,,,,,,
148,IWM,2026-06-15 12:45:00-04:00,2026-06-15,14,295.63,True,False,False,PMB,,,,,,,,
149,META,2026-06-15 12:45:00-04:00,2026-06-15,14,597.0,True,False,False,PMB,,,,,,,,
150,MSFT,2026-06-15 12:45:00-04:00,2026-06-15,14,399.22,True,False,False,PMB,,,,,,,,
151,NVDA,2026-06-15 12:45:00-04:00,2026-06-15,14,212.33,True,False,False,PMB,,,,,,,,
152,QQQ,2026-06-15 12:45:00-04:00,2026-06-15,14,743.67,True,False,False,PMB,,,,,,,,
153,SPY,2026-06-15 12:45:00-04:00,2026-06-15,14,755.85,True,False,False,PMB,,,,,,,,
154,TSLA,2026-06-15 12:45:00-04:00,2026-06-15,14,408.85,True,False,False,PMB,,,,,,,,
155,AAPL,2026-06-15 13:00:00-04:00,2026-06-15,15,296.7,True,False,False,PMB,,,,,,,,
156,AMD,2026-06-15 13:00:00-04:00,2026-06-15,15,547.39,True,False,False,PMB,,,,,,,,
157,AMZN,2026-06-15 13:00:00-04:00,2026-06-15,15,246.44,True,False,False,PMB,,,,,,,,
158,GOOGL,2026-06-15 13:00:00-04:00,2026-06-15,15,371.59,True,False,False,PMB,,,,,,,,
159,IWM,2026-06-15 13:00:00-04:00,2026-06-15,15,295.56,True,False,False,PMB,,,,,,,,
160,META,2026-06-15 13:00:00-04:00,2026-06-15,15,596.15,True,False,False,PMB,,,,,,,,
161,MSFT,2026-06-15 13:00:00-04:00,2026-06-15,15,399.5,True,False,False,PMB,,,,,,,,
162,NVDA,2026-06-15 13:00:00-04:00,2026-06-15,15,212.21,True,False,False,PMB,,,,,,,,
163,QQQ,2026-06-15 13:00:00-04:00,2026-06-15,15,743.33,True,False,False,PMB,,,,,,,,
164,SPY,2026-06-15 13:00:00-04:00,2026-06-15,15,755.79,True,False,False,PMB,,,,,,,,
165,TSLA,2026-06-15 13:00:00-04:00,2026-06-15,15,409.86,True,False,False,PMB,,,,,,,,
166,AAPL,2026-06-15 13:15:00-04:00,2026-06-15,16,296.66,True,False,False,PMB,,,,,,,,
167,AMD,2026-06-15 13:15:00-04:00,2026-06-15,16,548.49,True,False,False,PMB,,,,,,,,
168,AMZN,2026-06-15 13:15:00-04:00,2026-06-15,16,246.77,True,False,False,PMB,,,,,,,,
169,GOOGL,2026-06-15 13:15:00-04:00,2026-06-15,16,371.67,True,False,False,PMB,,,,,,,,
170,IWM,2026-06-15 13:15:00-04:00,2026-06-15,16,295.54,True,False,False,PMB,,,,,,,,
171,META,2026-06-15 13:15:00-04:00,2026-06-15,16,594.71,True,False,False,PMB,,,,,,,,
172,MSFT,2026-06-15 13:15:00-04:00,2026-06-15,16,399.49,True,False,False,PMB,,,,,,,,
173,NVDA,2026-06-15 13:15:00-04:00,2026-06-15,16,212.53,True,False,False,PMB,,,,,,,,
174,QQQ,2026-06-15 13:15:00-04:00,2026-06-15,16,744.01,True,False,False,PMB,,,,,,,,
175,SPY,2026-06-15 13:15:00-04:00,2026-06-15,16,756.13,True,False,False,PMB,,,,,,,,
176,TSLA,2026-06-15 13:15:00-04:00,2026-06-15,16,409.44,True,False,False,PMB,,,,,,,,
177,AAPL,2026-06-15 13:30:00-04:00,2026-06-15,17,296.59,True,False,False,PMB,,,,,,,,
178,AMD,2026-06-15 13:30:00-04:00,2026-06-15,17,549.54,True,False,False,PMB,,,,,,,,
179,AMZN,2026-06-15 13:30:00-04:00,2026-06-15,17,246.56,True,False,False,PMB,,,,,,,,
180,GOOGL,2026-06-15 13:30:00-04:00,2026-06-15,17,371.54,True,False,False,PMB,,,,,,,,
181,IWM,2026-06-15 13:30:00-04:00,2026-06-15,17,295.37,True,False,False,PMB,,,,,,,,
182,META,2026-06-15 13:30:00-04:00,2026-06-15,17,595.81,True,False,False,PMB,,,,,,,,
183,MSFT,2026-06-15 13:30:00-04:00,2026-06-15,17,399.77,True,False,False,PMB,,,,,,,,
184,NVDA,2026-06-15 13:30:00-04:00,2026-06-15,17,212.14,True,False,False,PMB,,,,,,,,
185,QQQ,2026-06-15 13:30:00-04:00,2026-06-15,17,743.85,True,False,False,PMB,,,,,,,,
186,SPY,2026-06-15 13:30:00-04:00,2026-06-15,17,755.77,True,False,False,PMB,,,,,,,,
187,TSLA,2026-06-15 13:30:00-04:00,2026-06-15,17,411.29,True,False,False,PMB,,,,,,,,
188,AAPL,2026-06-15 13:45:00-04:00,2026-06-15,18,295.75,True,False,False,PMB,,,,,,,,
189,AMD,2026-06-15 13:45:00-04:00,2026-06-15,18,549.19,True,False,False,PMB,,,,,,,,
190,AMZN,2026-06-15 13:45:00-04:00,2026-06-15,18,246.32,True,False,False,PMB,,,,,,,,
191,GOOGL,2026-06-15 13:45:00-04:00,2026-06-15,18,371.73,True,False,False,PMB,,,,,,,,
192,IWM,2026-06-15 13:45:00-04:00,2026-06-15,18,295.21,True,False,False,PMB,,,,,,,,
193,META,2026-06-15 13:45:00-04:00,2026-06-15,18,595.14,True,False,False,PMB,,,,,,,,
194,MSFT,2026-06-15 13:45:00-04:00,2026-06-15,18,399.29,True,False,False,PMB,,,,,,,,
195,NVDA,2026-06-15 13:45:00-04:00,2026-06-15,18,211.83,True,False,False,PMB,,,,,,,,
196,QQQ,2026-06-15 13:45:00-04:00,2026-06-15,18,743.44,True,False,False,PMB,,,,,,,,
197,SPY,2026-06-15 13:45:00-04:00,2026-06-15,18,755.21,True,False,False,PMB,,,,,,,,
198,TSLA,2026-06-15 13:45:00-04:00,2026-06-15,18,411.22,True,False,False,PMB,,,,,,,,
199,AAPL,2026-06-15 14:00:00-04:00,2026-06-15,19,295.64,True,False,False,PMB,,,,,,,,
200,AMD,2026-06-15 14:00:00-04:00,2026-06-15,19,548.63,True,False,False,PMB,,,,,,,,
201,AMZN,2026-06-15 14:00:00-04:00,2026-06-15,19,246.35,True,False,False,PMB,,,,,,,,
202,GOOGL,2026-06-15 14:00:00-04:00,2026-06-15,19,371.38,True,False,False,PMB,,,,,,,,
203,IWM,2026-06-15 14:00:00-04:00,2026-06-15,19,295.01,True,False,False,PMB,,,,,,,,
204,META,2026-06-15 14:00:00-04:00,2026-06-15,19,595.31,True,False,False,PMB,,,,,,,,
205,MSFT,2026-06-15 14:00:00-04:00,2026-06-15,19,399.34,True,False,False,PMB,,,,,,,,
206,NVDA,2026-06-15 14:00:00-04:00,2026-06-15,19,212.16,True,False,False,PMB,,,,,,,,
207,QQQ,2026-06-15 14:00:00-04:00,2026-06-15,19,743.66,True,False,False,PMB,,,,,,,,
208,SPY,2026-06-15 14:00:00-04:00,2026-06-15,19,755.19,True,False,False,PMB,,,,,,,,
209,TSLA,2026-06-15 14:00:00-04:00,2026-06-15,19,411.09,True,False,False,PMB,,,,,,,,
210,AAPL,2026-06-15 14:15:00-04:00,2026-06-15,20,295.07,True,False,False,PMB,,,,,,,,
211,AMD,2026-06-15 14:15:00-04:00,2026-06-15,20,547.03,True,False,False,PMB,,,,,,,,
212,AMZN,2026-06-15 14:15:00-04:00,2026-06-15,20,246.16,True,False,False,PMB,,,,,,,,
213,GOOGL,2026-06-15 14:15:00-04:00,2026-06-15,20,371.45,True,False,False,PMB,,,,,,,,
214,IWM,2026-06-15 14:15:00-04:00,2026-06-15,20,294.97,True,False,False,PMB,,,,,,,,
215,META,2026-06-15 14:15:00-04:00,2026-06-15,20,595.54,True,False,False,PMB,,,,,,,,
216,MSFT,2026-06-15 14:15:00-04:00,2026-06-15,20,398.98,True,False,False,PMB,,,,,,,,
217,NVDA,2026-06-15 14:15:00-04:00,2026-06-15,20,211.94,True,False,False,PMB,,,,,,,,
218,QQQ,2026-06-15 14:15:00-04:00,2026-06-15,20,743.04,True,False,False,PMB,,,,,,,,
219,SPY,2026-06-15 14:15:00-04:00,2026-06-15,20,754.72,True,False,False,PMB,,,,,,,,
220,TSLA,2026-06-15 14:15:00-04:00,2026-06-15,20,410.03,True,False,False,PMB,,,,,,,,
221,AAPL,2026-06-15 14:30:00-04:00,2026-06-15,21,296.21,True,False,False,PMB,,,,,,,,
222,AMD,2026-06-15 14:30:00-04:00,2026-06-15,21,548.29,True,False,False,PMB,,,,,,,,
223,AMZN,2026-06-15 14:30:00-04:00,2026-06-15,21,246.35,True,False,False,PMB,,,,,,,,
224,GOOGL,2026-06-15 14:30:00-04:00,2026-06-15,21,371.27,True,False,False,PMB,,,,,,,,
225,IWM,2026-06-15 14:30:00-04:00,2026-06-15,21,294.85,True,False,False,PMB,,,,,,,,
226,META,2026-06-15 14:30:00-04:00,2026-06-15,21,594.57,True,False,False,PMB,,,,,,,,
227,MSFT,2026-06-15 14:30:00-04:00,2026-06-15,21,398.63,True,False,False,PMB,,,,,,,,
228,NVDA,2026-06-15 14:30:00-04:00,2026-06-15,21,212.31,True,False,False,PMB,,,,,,,,
229,QQQ,2026-06-15 14:30:00-04:00,2026-06-15,21,744.0,True,False,False,PMB,,,,,,,,
230,SPY,2026-06-15 14:30:00-04:00,2026-06-15,21,755.25,True,False,False,PMB,,,,,,,,
231,TSLA,2026-06-15 14:30:00-04:00,2026-06-15,21,409.77,True,False,False,PMB,,,,,,,,
232,AAPL,2026-06-15 14:45:00-04:00,2026-06-15,22,296.4,True,False,False,PMB,,,,,,,,
233,AMD,2026-06-15 14:45:00-04:00,2026-06-15,22,546.52,True,False,False,PMB,,,,,,,,
234,AMZN,2026-06-15 14:45:00-04:00,2026-06-15,22,246.8,True,False,False,PMB,,,,,,,,
235,GOOGL,2026-06-15 14:45:00-04:00,2026-06-15,22,371.31,True,False,False,PMB,,,,,,,,
236,IWM,2026-06-15 14:45:00-04:00,2026-06-15,22,294.7,True,False,False,PMB,,,,,,,,
237,META,2026-06-15 14:45:00-04:00,2026-06-15,22,594.7,True,False,False,PMB,,,,,,,,
238,MSFT,2026-06-15 14:45:00-04:00,2026-06-15,22,398.68,True,False,False,PMB,,,,,,,,
239,NVDA,2026-06-15 14:45:00-04:00,2026-06-15,22,212.29,True,False,False,PMB,,,,,,,,
240,QQQ,2026-06-15 14:45:00-04:00,2026-06-15,22,743.53,True,False,False,PMB,,,,,,,,
241,SPY,2026-06-15 14:45:00-04:00,2026-06-15,22,755.0,True,False,False,PMB,,,,,,,,
242,TSLA,2026-06-15 14:45:00-04:00,2026-06-15,22,409.59,True,False,False,PMB,,,,,,,,
243,AAPL,2026-06-15 15:00:00-04:00,2026-06-15,23,296.39,True,False,False,PMB,,,,,,,,
244,AMD,2026-06-15 15:00:00-04:00,2026-06-15,23,544.97,True,False,False,PMB,,,,,,,,
245,AMZN,2026-06-15 15:00:00-04:00,2026-06-15,23,246.55,True,False,False,PMB,,,,,,,,
246,GOOGL,2026-06-15 15:00:00-04:00,2026-06-15,23,370.1,True,False,False,PMB,,,,,,,,
247,IWM,2026-06-15 15:00:00-04:00,2026-06-15,23,294.62,True,False,False,PMB,,,,,,,,
248,META,2026-06-15 15:00:00-04:00,2026-06-15,23,593.11,True,False,False,PMB,,,,,,,,
249,MSFT,2026-06-15 15:00:00-04:00,2026-06-15,23,399.17,True,False,False,PMB,,,,,,,,
250,NVDA,2026-06-15 15:00:00-04:00,2026-06-15,23,211.99,True,False,False,PMB,,,,,,,,
251,QQQ,2026-06-15 15:00:00-04:00,2026-06-15,23,743.43,True,False,False,PMB,,,,,,,,
252,SPY,2026-06-15 15:00:00-04:00,2026-06-15,23,755.01,True,False,False,PMB,,,,,,,,
253,TSLA,2026-06-15 15:00:00-04:00,2026-06-15,23,410.11,True,False,False,PMB,,,,,,,,
